ID Code,Previous ID Code,Year,Observer,State,County,Latitude,Longitude,Date,Time,Duration,GWWA,BWWA,BRWA,LAWA,COMMENTS
PA09Piorkowski46.SE.2,,2009,Martin Piorkowski,PA,Clearfield,40.99678,-78.63557,5/28/09,7:15,,0,0,0,0,"Also interesting point at (N: 41.02851 W: -78.63812) at intersection of Luce Rd. and Walker Rd.; Habitat: SHF, MHC, Elv. 1935ft. (No GWWA detected on 5/28/2009)   - In general most points were allong either a stripmine or Ag fields (grazing), most areas"
PA02LazoneMiller47.01,,2009,Martin Piorkowski,PA,Clearfield,41.22174,-78.13766,5/27/09,7:28,,0,0,0,0,
PA09Piorkowski52.NE.1,,2009,Martin Piorkowski,PA,Luzerne,41.34422,-75.89821,6/1/09,8:45,,0,0,0,0,This new point is excellent habitat
PA02McGann63.01,,2009,Martin Piorkowski,PA,Juniata,40.63157,-77.15602,5/12/09,9:28,,0,0,0,0,Conifer Plantation 8-10 years old
PA09Piorkowski63.SE.4,,2009,Martin Piorkowski,PA,Snyder,40.73092,-77.34442,5/12/09,7:19,,0,0,0,0,
PA02McGann63.09,,2009,Martin Piorkowski,PA,Mifflin,40.66832,-77.41219,5/13/09,6:27,,0,0,0,0,
PA09Piorkowski66.SW.2,,2009,Martin Piorkowski,PA,Schuykill,40.60305,-76.08102,5/29/09,7:00,,0,0,0,0,Habitat are hit or miss. Some potentially good looking areas did not have any detections while other have both BWWAs and GWWAs.
PA09Piorkowski77.NE.4,,2009,Martin Piorkowski,PA,Perry,40.48977,-77.28385,5/26/09,9:28,,0,0,0,0,
PA09Grove75.NE.1,,2009,Lewis Grove,PA,Huntingdon,40.44408,-78.07926,5/30/09,7:23,,0,0,0,0,wind may have contributed to poor song activity
PA09Grove75.NE.2,,2009,Lewis Grove,PA,Huntingdon,40.36141,-78.17628,5/30/09,9:43,,0,0,0,0,wind may have contributed to poor song activity
PA09Grove75.NE.3,,2009,Lewis Grove,PA,Huntingdon,40.35293,-78.17023,5/30/09,9:21,,0,0,0,0,wind may have contributed to poor song activity
PA02LazoneMiller75.14,,2009,Lewis Grove,PA,Huntingdon,40.30799,-78.04301,5/30/09,8:18,,0,0,0,0,wind may have contributed to poor song activity
PA09Grove75.NE.5,,2009,Lewis Grove,PA,Huntingdon,40.27859,-78.04946,5/30/09,8:43,,0,0,0,0,wind may have contributed to poor song activity
PA09Grove75.SW.1,,2009,Lewis Grove,PA,Bedford,40.11549,-78.33194,6/3/09,6:43,,0,0,0,0,screech-owl responded to mobbing
PA02LazoneMiller75.09,,2009,Lewis Grove,PA,Bedford,40.11830,-78.32436,6/3/09,7:03,,0,0,0,0,
PA09Grove75.SW.5,,2009,Lewis Grove,PA,Bedford,40.13699,-78.30415,6/3/09,7:38,,0,0,0,0,screech-owl responded to mobbing
PA02LazoneMiller76.18,,2009,Lewis Grove,PA,Mifflin,40.46255,-77.82729,5/29/09,8:11,,0,0,0,0,"grown up a bit and maybe  a bit small; better habitat is south of here, towards Rt 522; extensive, good-looking habitat there"
PA00PLyer54.15,,2009,Dennis Miranda,PA,Pike,41.24475,-75.09375,5/24/09,6:10,,0,0,0,0,
PA00Plyer54.15c,,2009,Dennis Miranda,PA,Pike,41.29283,-75.12113,5/24/09,8:15,,0,0,0,0,
PA09Miranda54.NE.6,,2009,Dennis Miranda,PA,Pike,41.50690,-75.09195,5/24/09,9:00,,0,0,0,0,
PA09Miranda54.NE.7,,2009,Dennis Miranda,PA,Pike,41.56402,-75.09417,5/24/09,9:45,,0,0,0,0,
PA09Miranda54.NE.8,,2009,Dennis Miranda,PA,Pike,41.47483,-75.03468,5/24/09,10:30,,0,0,0,0,
PA09Miranda51.SE.1,,2009,Dennis Miranda,PA,Columbia,41.11573,-76.62600,5/25/09,5:30,,0,0,0,0,
PA09Miranda51.SE.2,,2009,Dennis Miranda,PA,Columbia,41.11820,-76.31977,5/25/09,6:15,,0,0,0,0,
PA09Miranda51.SE.3,,2009,Dennis Miranda,PA,Columbia,41.12248,-76.30932,5/25/09,6:45,,0,0,0,0,
PA09Miranda51.SE.4,,2009,Dennis Miranda,PA,Columbia,41.12640,-76.31327,5/25/09,7:30,,0,0,0,0,
PA09Miranda51.SE.5,,2009,Dennis Miranda,PA,Columbia,41.12173,-76.32667,5/25/09,8:15,,0,0,0,0,
PA01Kline52.11,,2009,Dennis Miranda,PA,Luzerne,41.38010,-75.79918,5/26/09,6:30,,0,0,0,0,none; ideal habitat
PA01Kline52.12,,2009,Dennis Miranda,PA,Wyoming,41.47958,-75.88080,5/26/09,7:21,,0,0,0,0,
PA01Kline52.13,,2009,Dennis Miranda,PA,Wyoming,41.48325,-75.87907,5/26/09,8:00,,0,0,0,0,
PA01Kline52.14,,2009,Dennis Miranda,PA,Wyoming,41.51542,-75.88605,5/26/09,9:20,,0,0,0,0,
PA01Kline52.15,,2009,Dennis Miranda,PA,Wyoming,41.55968,-75.86498,5/26/09,10:00,,0,0,0,0,
PA04Gross67.16,,2009,Dennis Miranda,PA,Carbon,40.89436,-75.80914,6/4/09,9:00,,0,0,0,0,
PA04Gross67.17,,2009,Dennis Miranda,PA,Carbon,40.89238,-75.80655,6/4/09,9:45,,0,0,0,0,
PA04Gross67.18,,2009,Dennis Miranda,PA,Carbon,40.98110,-75.63216,6/4/09,8:00,,0,0,0,0,
PA04Gross67.19,,2009,Dennis Miranda,PA,Carbon,40.95686,-75.64192,6/4/09,7:00,,0,0,0,0,
PA04Gross67.20,,2009,Dennis Miranda,PA,Carbon,40.93909,-75.63247,6/4/09,7:30,,0,0,0,0,
PA09Miranda40.SE.1,,2009,Dennis Miranda,PA,Pike,41.55410,-75.09127,6/4/09,6:35,,0,0,0,0,
PA09Miranda40.SE.2,,2009,Dennis Miranda,PA,Pike,41.55899,-75.09170,6/4/09,6:00,,0,0,0,0,
PA02VanVleck5,,2009,Dennis Miranda,PA,Pike,41.55772,-75.09630,5/31/09,9:00,,0,0,0,0,
PA02VanVleck7,,2009,Dennis Miranda,PA,Pike,41.53835,-75.06113,5/31/09,8:00,,0,0,0,0,
PA02VanVleck6,,2009,Dennis Miranda,PA,Wayne,41.61981,-75.08505,5/31/09,5:30,,0,0,0,0,
PA02Czulada53.01,,2009,Dennis Miranda,PA,Monroe,41.03080,-75.44960,6/5/09,6:30,,0,0,0,0,
PACzulada53.02,,2009,Dennis Miranda,PA,Monroe,41.02767,-75.43802,6/5/09,7:15,,0,0,0,0,none; ideal habitat
PA02Czulada53.03,,2009,Dennis Miranda,PA,Monroe,41.02320,-75.42640,6/5/09,7:48,,0,0,0,0,none; ideal habitat
PA02Czulada53.04,,2009,Dennis Miranda,PA,Monroe,41.02689,-75.42301,6/5/09,8:34,,0,0,0,0,
PA02Czulada53.05,,2009,Dennis Miranda,PA,Monroe,41.02554,-75.43401,6/5/09,9:20,,0,0,0,0,
TN09Miller59.NW.1,,2009,Eric Miller,TN,Campbell,36.40180,-84.19043,5/27/09,7:20,,0,0,0,0,
TN09Miller59.NW.3,,2009,Eric Miller,TN,Campbell,36.40291,-84.17300,5/27/09,8:20,,0,0,0,0,
TN09Miller25.NW.3,,2009,Eric Miller,TN,Hamilton,35.39605,-85.18098,5/17/09,9:43,,0,0,0,0,
TN09Miller59.NE.1,,2009,Eric Miller,TN,Campbell,36.47323,-84.10975,5/29/09,6:51,,0,0,0,0,
WV03Canterbury57.11,,2009,Jeff Hajenga,WV,Mingo,37.64120,-81.99332,6/10/09,8:50,,0,0,0,0,At old lookout tower
WV99Canterbury62.12,,2009,Jeff Hajenga,WV,McDowell,37.34719,-81.57186,5/29/09,6:27,,0,0,0,0,"At wide spot near abandoned house on right, across from mowed yards / driveway. Marginal habitat"
WV01McClainTallman37.6,,2009,Donna Mitchell,WV,Randolph,38.98479,-79.83609,5/12/09,9:17,,0,0,0,0,
WV00MitchellMcClain1,,2009,Michael Welch,WV,Greenbrier,38.00780,-80.01021,5/29/09,7:27,,0,0,0,0,
WV09Welch.56.SW.2,,2009,Michael Welch,WV,Greenbrier,37.97868,-80.03542,5/29/09,8:07,,0,0,0,0,
WV09Tolin.26.NW.1,,2009,William A Tolin,WV,Preston,39.48760,-79.86221,5/18/09,8:35,,0,0,0,0,
WV09Tolin.26.NW.5,,2009,William A Tolin,WV,Monongalia,39.52947,-79.97861,5/19/09,8:03,,0,0,0,0,
WV09Tolin.26.NE.1,,2009,William A Tolin,WV,Preston,39.57402,-79.64520,5/16/09,10:21,,0,0,0,0,
WV09Tolin.26.NE.3,,2009,William A Tolin,WV,Preston,39.57210,-79.67568,5/16/09,11:25,,0,0,0,0,
WV99Canterbury36,,2009,William A Tolin,WV,Preston,39.50600,-79.80764,5/18/09,6:58,,0,0,0,0,
WV09Tolin.26.NE.4,,2009,William A Tolin,WV,Preston,39.51969,-79.79854,5/18/09,7:33,,0,0,0,0,
WV09Tolin.27.NW.1,,2009,William A Tolin,WV,Preston,39.53078,-79.48425,5/13/09,9:17,,0,0,0,0,
WV99Canterbury42,,2009,William A Tolin,WV,Preston,39.53725,-79.48442,5/13/09,10:32,,0,0,0,0,
WV09Tolin.27.NW.5,,2009,William A Tolin,WV,Preston,39.53511,-79.49025,5/16/09,8:57,,0,0,0,0,
WV09Tolin.26.SW.2,,2009,William A Tolin,WV,Taylor,39.39560,-80.00886,5/19/09,9:38,,0,0,0,0,
WV09Tolin.53.SW.2,,2009,William A Tolin,WV,Raliegh,37.90709,-81.29926,5/21/09,7:19,,0,0,0,0,
WV09Tolin.53.SW.5,,2009,William A Tolin,WV,Fayette,37.93266,-81.25950,5/21/09,10:05,,0,0,0,0,
PA02LazoneMiller47.03,,2009,Martin Piorkowski,PA,Cameron,41.23100,-78.13100,5/27/09,8:45,,0,0,0,0,
PA02LazoneMiller47.04,,2009,Martin Piorkowski,PA,Cameron,41.24221,-78.10546,5/27/09,9:15,,0,0,0,0,
PA09Piorkowski62.SE.1,,2009,Martin Piorkowski,PA,Mifflin,40.65954,-77.70273,5/15/09,9:15,,0,0,0,0,"This is a new pipeline; although a fair bit of bare ground, it is a soft edge.  Grass just starting to grow and shrubby edge"
PA09Piorkowski47.SE.5,,2009,Martin Piorkowski,PA,Clearfield,41.21642,-78.15998,5/27/09,10:02,,0,0,0,0,
PA01Howard84.1,,2009,Martin Piorkowski,PA,Greene,39.78197,-80.35897,5/19/09,10:15,,0,0,0,0,"In general, lots of gas wells being placed & excavated in and around SGL 179.  Most places are starting to grow-up looking more like BWWA habitat.  Near Ryerson Station State Park, new transmission and compressor station: Holbrook Station (by Texas Eastern).  Ryerson Lake has been drained since July 2005."
PA02LanzoneMiller46.09,,2009,Martin Piorkowski,PA,Clearfield,41.00521,-78.61228,5/28/09,8:50,,0,0,0,0,"Also interesting point at (N: 41.02851 W: -78.63812) at intersection of Luce Rd. and Walker Rd.; Habitat: SHF, MHC, Elv. 1935ft. (No GWWA detected on 5/28/2009)   - In general most points were allong either a stripmine or Ag fields (grazing), most areas"
PA09Piorkowski62.SE.3,,2009,Martin Piorkowski,PA,Mifflin,40.65604,-77.63651,5/15/09,10:27,,0,0,0,0,"Amish area, lots of house development"
MD09McCann65.NE.1,,2009,James McCann,MD,Garrett,39.59590,-79.33782,6/12/09,6:15,,0,0,0,0,
NY01Bolsinger4A,,2009,"Jeff Bolsinger, Amy Finfera",NY,Jefferson,44.06457,-75.75041,6/3/09,7:34,,0,0,0,0,"Edge between shrubby field that was mowed to the ground during fall 2008 and second-growth woods.  This is first year in many that I found no winged warblers here, perhaps because of loss of shrubs in field, but understory of forest also appears to be opening up."
PA01Kline52.12,,2009,Martin Piorkowski,PA,Luzerne,41.34314,-75.91458,6/1/09,8:07,,0,0,0,0,
WV03Canterbury57.20,,2009,Jeff Hajenga,WV,Mingo,37.68935,-82.09101,6/10/09,9:40,,0,0,0,0,"At Duty cemetery, very marginal habitat"
WV99Canterbury59.11,,2009,Jeff Hajenga,WV,Raleigh,37.80111,-81.21711,6/15/09,8:02,,0,0,0,0,At edge of powerline right of way near horse farm.   Original assignment was 59 NE but is actually 59 NW
WV00Canterbury59.12,,2009,Jeff Hajenga,WV,Raleigh,37.80111,-81.21711,5/28/09,9:40,,0,0,0,0,"Brushy edge of strip mine road, marginal GWWA habitat.  Original assignment quad was 59 NW but is actually 58 NE"
WV09Hajenga59.SW.3,,2009,Jeff Hajenga,WV,Mercer,37.42828,-81.26600,5/28/09,5:55,,0,0,0,0,No access to old strip mine.  Point taken at powerline at ridgetop
WV09Hajenga59.SW.5,,2009,Jeff Hajenga,WV,Mercer,37.40706,-81.28373,5/28/09,6:55,,0,0,0,0,"Unable to reach point, point taken at old home site Along road north of McComas"
WV03Canterbury57.14,,2009,Jeff Hajenga,WV,Logan,37.73264,-81.87476,6/10/09,6:56,,0,0,0,0,At end of old hotel near Man clinic and abandoned Hospital
WV03Canterbury63.11,,2009,Jeff Hajenga,WV,Mercer,37.29026,-81.15807,5/20/09,8:08,,0,0,0,0,"Point along route 112 at Ada, Wide spot above trailer, adjacent to ROW"
WV03Canterbury63.13,,2009,Jeff Hajenga,WV,Mercer,37.30793,-81.16792,5/20/09,7:32,,0,0,0,0,Kee lake dam
WV09Tolin.26.NW.2,,2009,William A Tolin,WV,Monongalia,39.51937,-79.89441,5/18/09,9:41,,0,0,0,0,
WV09Tolin.26.NW.4,,2009,William A Tolin,WV,Monongalia,39.52340,-79.96944,5/19/09,7:35,,0,0,0,0,
WV09Tolin.26.SW.4,,2009,William A Tolin,WV,Taylor,39.37872,-79.96851,5/19/09,10:40,,0,0,0,0,
WV00Canterbury53.1,,2009,William A Tolin,WV,Fayette,37.91542,-80.98167,5/22/09,6:49,,0,0,0,0,
WV00Canterbury53.3,,2009,William A Tolin,WV,Fayette,37.91540,-80.98702,5/22/09,7:59,,0,0,0,0,
WV09Tolin.53.SE.5,,2009,William A Tolin,WV,Fayette,37.92063,-80.98800,5/22/09,8:56,,0,0,0,0,
WV09Tolin.53.SW.1,,2009,William A Tolin,WV,Raliegh,37.90625,-81.29603,5/21/09,6:23,,0,0,0,0,
WV03Canterbury63.12,,2009,Jeff Hajenga,WV,Mercer,37.29779,-81.15177,5/20/09,8:34,,0,1,0,0,"Along coutry girl road 19-33 at Stony ridge, BWWA heard but not seen"
